Dijkstra Shortest-Paths on Subgraph: 1
Path starting at vertex: 6499
(v1 -> v2) - Weighted Distance
(6461 -> 6343) - 590
(6461 -> 6344) - 457
(6461 -> 6500) - 363
(6461 -> 6496) - 271
(6461 -> 6440) - 363
(6461 -> 6555) - 248
(6461 -> 6383) - 324
(6461 -> 6580) - 223
(6461 -> 6457) - 194
(6461 -> 6452) - 351
(6461 -> 6377) - 84
(6461 -> 6504) - 147
(6461 -> 6461) - 0
(6461 -> 6494) - 33
(6461 -> 6409) - 52
(6461 -> 6317) - 210
(6461 -> 6465) - 244
(6461 -> 6307) - 220
(6461 -> 6333) - 194
(6461 -> 6387) - 166
(6461 -> 6379) - 272
(6461 -> 6367) - 284
(6461 -> 6312) - 339
(6461 -> 6527) - 170
(6461 -> 6515) - 252
(6461 -> 6479) - 172
(6461 -> 6453) - 198
(6461 -> 6462) - 105
(6461 -> 6565) - 258
(6461 -> 6330) - 321
(6461 -> 6397) - 276
(6461 -> 6342) - 377
(6461 -> 6520) - 241
(6461 -> 6337) - 216
(6461 -> 6473) - 252
(6461 -> 6372) - 181
(6461 -> 6434) - 213
(6461 -> 6463) - 332
(6461 -> 6326) - 391
(6461 -> 6421) - 296
(6461 -> 6389) - 328
(6461 -> 6388) - 263
(6461 -> 6352) - 365
(6461 -> 6408) - 347
(6461 -> 6486) - 337
(6461 -> 6482) - 429
(6461 -> 6359) - 464
(6461 -> 6427) - 340
(6461 -> 6399) - 330
(6461 -> 6539) - 284
(6461 -> 6314) - 213
(6461 -> 6415) - 314
(6461 -> 6347) - 246
(6461 -> 6472) - 365
(6461 -> 6468) - 361
(6461 -> 6381) - 386
(6461 -> 6478) - 371
(6461 -> 6308) - 343
(6461 -> 6336) - 565
(6461 -> 6363) - 568
(6461 -> 6584) - 363
(6461 -> 6435) - 274
(6461 -> 6545) - 384
(6461 -> 6423) - 286
(6461 -> 6491) - 354
(6461 -> 6548) - 353
(6461 -> 6315) - 446
(6461 -> 6577) - 356
(6461 -> 6365) - 366
(6461 -> 6313) - 620
(6461 -> 6551) - 492
(6461 -> 6443) - 324
(6461 -> 6470) - 505
(6461 -> 6331) - 358
(6461 -> 6490) - 423
(6461 -> 6411) - 220
(6461 -> 6572) - 435
(6461 -> 6380) - 393
(6461 -> 6526) - 389
(6461 -> 6518) - 345
(6461 -> 6560) - 423
(6461 -> 6436) - 297
(6461 -> 6556) - 367
Max Path: (6461 -> 6313) - 620

Path starting at vertex: 6494
(v1 -> v2) - Weighted Distance
(6494 -> 6499) - 399
(6494 -> 6525) - 373
(6494 -> 6590) - 344
(6494 -> 6576) - 322
(6494 -> 6414) - 484
(6494 -> 6476) - 222
(6494 -> 6540) - 358
(6494 -> 6567) - 331
(6494 -> 6502) - 396
(6494 -> 6581) - 327
(6494 -> 6566) - 312
(6494 -> 6354) - 430
(6494 -> 6417) - 343
(6494 -> 6368) - 510
(6494 -> 6378) - 352
(6494 -> 6374) - 120
(6494 -> 6382) - 358
(6494 -> 6420) - 438
(6494 -> 6375) - 411
(6494 -> 6554) - 230
(6494 -> 6492) - 434
(6494 -> 6300) - 318
(6494 -> 6305) - 313
(6494 -> 6444) - 386
(6494 -> 6552) - 278
(6494 -> 6405) - 425
(6494 -> 6538) - 264
(6494 -> 6328) - 502
(6494 -> 6536) - 262
(6494 -> 6493) - 337
(6494 -> 6394) - 388
(6494 -> 6402) - 300
(6494 -> 6585) - 311
(6494 -> 6534) - 260
(6494 -> 6376) - 242
(6494 -> 6587) - 423
(6494 -> 6442) - 340
(6494 -> 6516) - 494
(6494 -> 6428) - 264
(6494 -> 6530) - 414
(6494 -> 6568) - 442
(6494 -> 6327) - 449
(6494 -> 6343) - 557
(6494 -> 6344) - 466
(6494 -> 6500) - 330
(6494 -> 6496) - 280
(6494 -> 6440) - 396
(6494 -> 6555) - 281
(6494 -> 6383) - 357
(6494 -> 6580) - 256
(6494 -> 6457) - 203
(6494 -> 6452) - 384
(6494 -> 6377) - 117
(6494 -> 6504) - 180
(6494 -> 6461) - 33
(6494 -> 6494) - 0
(6494 -> 6409) - 85
(6494 -> 6317) - 177
(6494 -> 6465) - 211
(6494 -> 6307) - 187
(6494 -> 6333) - 161
(6494 -> 6387) - 133
(6494 -> 6379) - 259
(6494 -> 6367) - 293
(6494 -> 6312) - 348
(6494 -> 6527) - 203
(6494 -> 6515) - 261
(6494 -> 6479) - 205
(6494 -> 6453) - 231
(6494 -> 6462) - 138
(6494 -> 6565) - 291
(6494 -> 6330) - 354
(6494 -> 6397) - 243
(6494 -> 6342) - 344
(6494 -> 6520) - 274
(6494 -> 6337) - 183
(6494 -> 6473) - 219
(6494 -> 6372) - 148
(6494 -> 6434) - 180
(6494 -> 6463) - 299
(6494 -> 6326) - 366
(6494 -> 6421) - 329
(6494 -> 6389) - 361
(6494 -> 6388) - 296
(6494 -> 6352) - 398
(6494 -> 6408) - 380
(6494 -> 6486) - 370
(6494 -> 6482) - 462
(6494 -> 6359) - 497
(6494 -> 6427) - 349
(6494 -> 6399) - 297
(6494 -> 6539) - 285
(6494 -> 6314) - 180
(6494 -> 6415) - 281
(6494 -> 6347) - 213
(6494 -> 6472) - 332
(6494 -> 6468) - 328
(6494 -> 6381) - 395
(6494 -> 6478) - 338
(6494 -> 6308) - 310
(6494 -> 6336) - 562
(6494 -> 6363) - 535
(6494 -> 6584) - 330
(6494 -> 6435) - 241
(6494 -> 6545) - 351
(6494 -> 6423) - 253
(6494 -> 6491) - 321
(6494 -> 6548) - 386
(6494 -> 6315) - 479
(6494 -> 6577) - 323
(6494 -> 6365) - 333
(6494 -> 6313) - 587
(6494 -> 6551) - 525
(6494 -> 6443) - 319
(6494 -> 6470) - 472
(6494 -> 6331) - 367
(6494 -> 6490) - 408
(6494 -> 6411) - 187
(6494 -> 6572) - 402
(6494 -> 6380) - 426
(6494 -> 6526) - 356
(6494 -> 6518) - 378
(6494 -> 6560) - 390
(6494 -> 6436) - 264
(6494 -> 6556) - 400
Max Path: (6494 -> 6313) - 587

Path starting at vertex: 6409
(v1 -> v2) - Weighted Distance
(6409 -> 6499) - 350
(6409 -> 6525) - 324
(6409 -> 6590) - 259
(6409 -> 6576) - 375
(6409 -> 6414) - 537
(6409 -> 6476) - 307
(6409 -> 6540) - 411
(6409 -> 6567) - 384
(6409 -> 6502) - 359
(6409 -> 6581) - 380
(6409 -> 6566) - 385
(6409 -> 6354) - 345
(6409 -> 6417) - 282
(6409 -> 6368) - 583
(6409 -> 6378) - 267
(6409 -> 6374) - 205
(6409 -> 6382) - 273
(6409 -> 6420) - 411
(6409 -> 6375) - 350
(6409 -> 6554) - 145
(6409 -> 6492) - 349
(6409 -> 6300) - 403
(6409 -> 6305) - 398
(6409 -> 6444) - 301
(6409 -> 6552) - 193
(6409 -> 6405) - 340
(6409 -> 6538) - 179
(6409 -> 6328) - 417
(6409 -> 6536) - 177
(6409 -> 6493) - 252
(6409 -> 6394) - 319
(6409 -> 6402) - 311
(6409 -> 6585) - 226
(6409 -> 6534) - 175
(6409 -> 6376) - 327
(6409 -> 6587) - 386
(6409 -> 6442) - 351
(6409 -> 6516) - 457
(6409 -> 6428) - 327
(6409 -> 6530) - 329
(6409 -> 6568) - 405
(6409 -> 6327) - 388
(6409 -> 6343) - 630
(6409 -> 6344) - 405
(6409 -> 6500) - 349
(6409 -> 6496) - 219
(6409 -> 6440) - 311
(6409 -> 6555) - 196
(6409 -> 6383) - 272
(6409 -> 6580) - 171
(6409 -> 6457) - 142
(6409 -> 6452) - 299
(6409 -> 6377) - 136
(6409 -> 6504) - 95
(6409 -> 6461) - 52
(6409 -> 6494) - 85
(6409 -> 6409) - 0
(6409 -> 6317) - 262
(6409 -> 6465) - 296
(6409 -> 6307) - 272
(6409 -> 6333) - 246
(6409 -> 6387) - 218
(6409 -> 6379) - 220
(6409 -> 6367) - 232
(6409 -> 6312) - 287
(6409 -> 6527) - 118
(6409 -> 6515) - 200
(6409 -> 6479) - 120
(6409 -> 6453) - 146
(6409 -> 6462) - 53
(6409 -> 6565) - 206
(6409 -> 6330) - 269
(6409 -> 6397) - 312
(6409 -> 6342) - 367
(6409 -> 6520) - 189
(6409 -> 6337) - 268
(6409 -> 6473) - 304
(6409 -> 6372) - 233
(6409 -> 6434) - 265
(6409 -> 6463) - 292
(6409 -> 6326) - 339
(6409 -> 6421) - 244
(6409 -> 6389) - 276
(6409 -> 6388) - 211
(6409 -> 6352) - 313
(6409 -> 6408) - 295
(6409 -> 6486) - 285
(6409 -> 6482) - 377
(6409 -> 6359) - 412
(6409 -> 6427) - 288
(6409 -> 6399) - 314
(6409 -> 6539) - 232
(6409 -> 6314) - 265
(6409 -> 6415) - 330
(6409 -> 6347) - 298
(6409 -> 6472) - 417
(6409 -> 6468) - 413
(6409 -> 6381) - 334
(6409 -> 6478) - 423
(6409 -> 6308) - 395
(6409 -> 6336) - 513
(6409 -> 6363) - 588
(6409 -> 6584) - 415
(6409 -> 6435) - 326
(6409 -> 6545) - 436
(6409 -> 6423) - 338
(6409 -> 6491) - 406
(6409 -> 6548) - 301
(6409 -> 6315) - 394
(6409 -> 6577) - 408
(6409 -> 6365) - 418
(6409 -> 6313) - 660
(6409 -> 6551) - 440
(6409 -> 6443) - 272
(6409 -> 6470) - 495
(6409 -> 6331) - 306
(6409 -> 6490) - 371
(6409 -> 6411) - 272
(6409 -> 6572) - 487
(6409 -> 6380) - 341
(6409 -> 6526) - 441
(6409 -> 6518) - 293
(6409 -> 6560) - 475
(6409 -> 6436) - 349
(6409 -> 6556) - 315
Max Path: (6409 -> 6313) - 660

Path starting at vertex: 6317
(v1 -> v2) - Weighted Distance
(6317 -> 6499) - 336
(6317 -> 6525) - 310
(6317 -> 6590) - 351
(6317 -> 6576) - 259
(6317 -> 6414) - 421
(6317 -> 6476) - 159
(6317 -> 6540) - 223
(6317 -> 6567) - 268
(6317 -> 6502) - 333
(6317 -> 6581) - 264
(6317 -> 6566) - 249
(6317 -> 6354) - 369
(6317 -> 6417) - 280
(6317 -> 6368) - 447
(6317 -> 6378) - 321
(6317 -> 6374) - 57
(6317 -> 6382) - 327
(6317 -> 6420) - 375
(6317 -> 6375) - 348
(6317 -> 6554) - 367
(6317 -> 6492) - 437
(6317 -> 6300) - 255
(6317 -> 6305) - 250
(6317 -> 6444) - 391
(6317 -> 6552) - 285
(6317 -> 6405) - 432
(6317 -> 6538) - 271
(6317 -> 6328) - 509
(6317 -> 6536) - 269
(6317 -> 6493) - 344
(6317 -> 6394) - 325
(6317 -> 6402) - 237
(6317 -> 6585) - 318
(6317 -> 6534) - 267
(6317 -> 6376) - 179
(6317 -> 6587) - 360
(6317 -> 6442) - 277

(6317 -> 6516) - 431
(6317 -> 6428) - 201
(6317 -> 6530) - 371
(6317 -> 6568) - 379
(6317 -> 6327) - 386
(6317 -> 6343) - 494
(6317 -> 6344) - 403
(6317 -> 6500) - 267
(6317 -> 6496) - 217
(6317 -> 6440) - 353
(6317 -> 6555) - 238
(6317 -> 6383) - 326
(6317 -> 6580) - 263
(6317 -> 6457) - 140
(6317 -> 6452) - 341
(6317 -> 6377) - 294
(6317 -> 6504) - 187
(6317 -> 6461) - 210
(6317 -> 6494) - 177
(6317 -> 6409) - 262
(6317 -> 6317) - 0
(6317 -> 6465) - 148
(6317 -> 6307) - 124
(6317 -> 6333) - 98
(6317 -> 6387) - 70
(6317 -> 6379) - 196
(6317 -> 6367) - 230
(6317 -> 6312) - 285
(6317 -> 6527) - 210
(6317 -> 6515) - 198
(6317 -> 6479) - 212
(6317 -> 6453) - 238
(6317 -> 6462) - 275
(6317 -> 6565) - 248
(6317 -> 6330) - 361
(6317 -> 6397) - 180
(6317 -> 6342) - 281
(6317 -> 6520) - 281
(6317 -> 6337) - 120
(6317 -> 6473) - 156
(6317 -> 6372) - 85
(6317 -> 6434) - 117
(6317 -> 6463) - 236
(6317 -> 6326) - 303
(6317 -> 6421) - 336
(6317 -> 6389) - 368
(6317 -> 6388) - 303
(6317 -> 6352) - 397
(6317 -> 6408) - 387
(6317 -> 6486) - 327
(6317 -> 6482) - 419
(6317 -> 6359) - 454
(6317 -> 6427) - 286
(6317 -> 6399) - 234
(6317 -> 6539) - 222
(6317 -> 6314) - 117
(6317 -> 6415) - 218
(6317 -> 6347) - 150
(6317 -> 6472) - 155
(6317 -> 6468) - 151
(6317 -> 6381) - 238
(6317 -> 6478) - 161
(6317 -> 6308) - 247
(6317 -> 6336) - 427
(6317 -> 6363) - 400
(6317 -> 6584) - 267
(6317 -> 6435) - 178
(6317 -> 6545) - 288
(6317 -> 6423) - 190
(6317 -> 6491) - 258
(6317 -> 6548) - 393
(6317 -> 6315) - 486
(6317 -> 6577) - 260
(6317 -> 6365) - 270
(6317 -> 6313) - 524
(6317 -> 6551) - 494
(6317 -> 6443) - 256
(6317 -> 6470) - 409
(6317 -> 6331) - 304
(6317 -> 6490) - 345
(6317 -> 6411) - 124
(6317 -> 6572) - 339
(6317 -> 6380) - 369
(6317 -> 6526) - 293
(6317 -> 6518) - 385
(6317 -> 6560) - 327
(6317 -> 6436) - 201
(6317 -> 6556) - 407
Max Path: (6317 -> 6313) - 524

Path starting at vertex: 6465
(v1 -> v2) - Weighted Distance
(6465 -> 6499) - 272
(6465 -> 6525) - 246
(6465 -> 6590) - 209
(6465 -> 6576) - 195
(6465 -> 6414) - 357
(6465 -> 6476) - 95
(6465 -> 6540) - 231
(6465 -> 6567) - 204
(6465 -> 6502) - 269
(6465 -> 6581) - 200
(6465 -> 6566) - 205
(6465 -> 6354) - 403
(6465 -> 6417) - 314
(6465 -> 6368) - 403
(6465 -> 6378) - 355
(6465 -> 6374) - 91
(6465 -> 6382) - 357
(6465 -> 6420) - 409
(6465 -> 6375) - 382
(6465 -> 6554) - 401
(6465 -> 6492) - 375
(6465 -> 6300) - 289
(6465 -> 6305) - 284
(6465 -> 6444) - 327
(6465 -> 6552) - 311
(6465 -> 6405) - 298
(6465 -> 6538) - 297
(6465 -> 6328) - 535
(6465 -> 6536) - 295
(6465 -> 6493) - 370
(6465 -> 6394) - 359
(6465 -> 6402) - 271
(6465 -> 6585) - 344
(6465 -> 6534) - 293
(6465 -> 6376) - 213
(6465 -> 6587) - 394
(6465 -> 6442) - 311
(6465 -> 6516) - 465
(6465 -> 6428) - 235
(6465 -> 6530) - 391
(6465 -> 6568) - 413
(6465 -> 6327) - 292
(6465 -> 6343) - 430
(6465 -> 6344) - 309
(6465 -> 6500) - 119
(6465 -> 6496) - 251
(6465 -> 6440) - 387
(6465 -> 6555) - 272
(6465 -> 6383) - 358
(6465 -> 6580) - 297
(6465 -> 6457) - 174
(6465 -> 6452) - 375
(6465 -> 6377) - 328
(6465 -> 6504) - 221
(6465 -> 6461) - 244
(6465 -> 6494) - 211
(6465 -> 6409) - 296
(6465 -> 6317) - 148
(6465 -> 6465) - 0
(6465 -> 6307) - 158
(6465 -> 6333) - 132
(6465 -> 6387) - 104
(6465 -> 6379) - 230
(6465 -> 6367) - 264
(6465 -> 6312) - 319
(6465 -> 6527) - 244
(6465 -> 6515) - 232
(6465 -> 6479) - 246
(6465 -> 6453) - 272
(6465 -> 6462) - 309
(6465 -> 6565) - 268
(6465 -> 6330) - 395
(6465 -> 6397) - 214
(6465 -> 6342) - 315
(6465 -> 6520) - 279
(6465 -> 6337) - 154
(6465 -> 6473) - 190
(6465 -> 6372) - 119
(6465 -> 6434) - 137
(6465 -> 6463) - 270
(6465 -> 6326) - 337
(6465 -> 6421) - 318
(6465 -> 6389) - 286
(6465 -> 6388) - 337
(6465 -> 6352) - 249
(6465 -> 6408) - 305
(6465 -> 6486) - 347
(6465 -> 6482) - 439
(6465 -> 6359) - 326
(6465 -> 6427) - 320
(6465 -> 6399) - 268
(6465 -> 6539) - 242
(6465 -> 6314) - 151
(6465 -> 6415) - 252
(6465 -> 6347) - 184
(6465 -> 6472) - 303
(6465 -> 6468) - 299
(6465 -> 6381) - 366
(6465 -> 6478) - 293
(6465 -> 6308) - 281
(6465 -> 6336) - 367
(6465 -> 6363) - 376
(6465 -> 6584) - 119
(6465 -> 6435) - 30
(6465 -> 6545) - 140
(6465 -> 6423) - 42
(6465 -> 6491) - 110
(6465 -> 6548) - 251
(6465 -> 6315) - 484
(6465 -> 6577) - 196
(6465 -> 6365) - 206
(6465 -> 6313) - 460
(6465 -> 6551) - 528
(6465 -> 6443) - 290
(6465 -> 6470) - 443
(6465 -> 6331) - 338
(6465 -> 6490) - 281
(6465 -> 6411) - 158
(6465 -> 6572) - 191
(6465 -> 6380) - 221
(6465 -> 6526) - 145
(6465 -> 6518) - 411
(6465 -> 6560) - 179
(6465 -> 6436) - 235
(6465 -> 6556) - 433
Max Path: (6465 -> 6328) - 535

Path starting at vertex: 6307
(v1 -> v2) - Weighted Distance
(6307 -> 6499) - 346
(6307 -> 6525) - 320
(6307 -> 6590) - 361
(6307 -> 6576) - 269
(6307 -> 6414) - 431
(6307 -> 6476) - 169
(6307 -> 6540) - 305
(6307 -> 6567) - 278
(6307 -> 6502) - 343
(6307 -> 6581) - 274
(6307 -> 6566) - 259
(6307 -> 6354) - 379
(6307 -> 6417) - 290
(6307 -> 6368) - 457
(6307 -> 6378) - 331
(6307 -> 6374) - 67
(6307 -> 6382) - 337
(6307 -> 6420) - 385
(6307 -> 6375) - 358
(6307 -> 6554) - 377
(6307 -> 6492) - 447
(6307 -> 6300) - 265
(6307 -> 6305) - 260
(6307 -> 6444) - 401
(6307 -> 6552) - 295
(6307 -> 6405) - 442
(6307 -> 6538) - 281
(6307 -> 6328) - 519
(6307 -> 6536) - 279
(6307 -> 6493) - 354
(6307 -> 6394) - 335
(6307 -> 6402) - 247
(6307 -> 6585) - 328
(6307 -> 6534) - 277
(6307 -> 6376) - 189
(6307 -> 6587) - 370
(6307 -> 6442) - 287
(6307 -> 6516) - 441
(6307 -> 6428) - 211
(6307 -> 6530) - 381
(6307 -> 6568) - 389
(6307 -> 6327) - 396
(6307 -> 6343) - 504
(6307 -> 6344) - 413
(6307 -> 6500) - 277
(6307 -> 6496) - 227
(6307 -> 6440) - 363
(6307 -> 6555) - 248
(6307 -> 6383) - 336
(6307 -> 6580) - 273
(6307 -> 6457) - 150
(6307 -> 6452) - 351
(6307 -> 6377) - 304
(6307 -> 6504) - 197
(6307 -> 6461) - 220
(6307 -> 6494) - 187
(6307 -> 6409) - 272
(6307 -> 6317) - 124
(6307 -> 6465) - 158
(6307 -> 6307) - 0
(6307 -> 6333) - 108
(6307 -> 6387) - 80
(6307 -> 6379) - 72
(6307 -> 6367) - 240
(6307 -> 6312) - 295
(6307 -> 6527) - 220
(6307 -> 6515) - 208
(6307 -> 6479) - 222
(6307 -> 6453) - 248
(6307 -> 6462) - 285
(6307 -> 6565) - 258
(6307 -> 6330) - 371
(6307 -> 6397) - 190
(6307 -> 6342) - 291
(6307 -> 6520) - 291
(6307 -> 6337) - 130
(6307 -> 6473) - 166
(6307 -> 6372) - 95
(6307 -> 6434) - 127
(6307 -> 6463) - 246
(6307 -> 6326) - 313
(6307 -> 6421) - 346
(6307 -> 6389) - 378
(6307 -> 6388) - 313
(6307 -> 6352) - 407
(6307 -> 6408) - 397
(6307 -> 6486) - 337
(6307 -> 6482) - 429
(6307 -> 6359) - 464
(6307 -> 6427) - 296
(6307 -> 6399) - 244
(6307 -> 6539) - 232
(6307 -> 6314) - 127
(6307 -> 6415) - 228
(6307 -> 6347) - 160
(6307 -> 6472) - 279
(6307 -> 6468) - 275
(6307 -> 6381) - 342
(6307 -> 6478) - 285
(6307 -> 6308) - 257
(6307 -> 6336) - 509
(6307 -> 6363) - 482
(6307 -> 6584) - 277
(6307 -> 6435) - 188
(6307 -> 6545) - 298
(6307 -> 6423) - 200
(6307 -> 6491) - 268
(6307 -> 6548) - 403
(6307 -> 6315) - 496
(6307 -> 6577) - 270
(6307 -> 6365) - 280
(6307 -> 6313) - 534
(6307 -> 6551) - 504
(6307 -> 6443) - 266
(6307 -> 6470) - 419
(6307 -> 6331) - 314
(6307 -> 6490) - 355
(6307 -> 6411) - 134
(6307 -> 6572) - 349
(6307 -> 6380) - 379
(6307 -> 6526) - 303
(6307 -> 6518) - 395
(6307 -> 6560) - 337
(6307 -> 6436) - 211
(6307 -> 6556) - 417
Max Path: (6307 -> 6313) - 534

Path starting at vertex: 6333
(v1 -> v2) - Weighted Distance
(6333 -> 6499) - 320
(6333 -> 6525) - 294
(6333 -> 6590) - 327
(6333 -> 6576) - 243
(6333 -> 6414) - 405
(6333 -> 6476) - 143
(6333 -> 6540) - 207
(6333 -> 6567) - 252
(6333 -> 6502) - 317
(6333 -> 6581) - 248
(6333 -> 6566) - 233
(6333 -> 6354) - 343
(6333 -> 6417) - 264
(6333 -> 6368) - 431
(6333 -> 6378) - 305
(6333 -> 6374) - 41
(6333 -> 6382) - 311
(6333 -> 6420) - 277
(6333 -> 6375) - 332
(6333 -> 6554) - 351
(6333 -> 6492) - 339
(6333 -> 6300) - 157
(6333 -> 6305) - 152
(6333 -> 6444) - 301
(6333 -> 6552) - 257
(6333 -> 6405) - 404
(6333 -> 6538) - 247
(6333 -> 6328) - 481
(6333 -> 6536) - 241
(6333 -> 6493) - 316
(6333 -> 6394) - 227
(6333 -> 6402) - 139
(6333 -> 6585) - 290
(6333 -> 6534) - 243
(6333 -> 6376) - 81
(6333 -> 6587) - 344
(6333 -> 6442) - 179
(6333 -> 6516) - 415
(6333 -> 6428) - 185
(6333 -> 6530) - 355
(6333 -> 6568) - 363
(6333 -> 6327) - 370
(6333 -> 6343) - 478
(6333 -> 6344) - 387
(6333 -> 6500) - 251
(6333 -> 6496) - 201
(6333 -> 6440) - 337
(6333 -> 6555) - 222
(6333 -> 6383) - 310
(6333 -> 6580) - 247
(6333 -> 6457) - 124
(6333 -> 6452) - 325
(6333 -> 6377) - 278
(6333 -> 6504) - 171
(6333 -> 6461) - 194
(6333 -> 6494) - 161
(6333 -> 6409) - 246
(6333 -> 6317) - 98
(6333 -> 6465) - 132
(6333 -> 6307) - 108
(6333 -> 6333) - 0
(6333 -> 6387) - 54
(6333 -> 6379) - 180
(6333 -> 6367) - 214
(6333 -> 6312) - 269
(6333 -> 6527) - 194
(6333 -> 6515) - 182
(6333 -> 6479) - 196
(6333 -> 6453) - 222
(6333 -> 6462) - 259
(6333 -> 6565) - 232
(6333 -> 6330) - 345
(6333 -> 6397) - 164
(6333 -> 6342) - 183
(6333 -> 6520) - 257
(6333 -> 6337) - 104
(6333 -> 6473) - 140
(6333 -> 6372) - 69
(6333 -> 6434) - 101
(6333 -> 6463) - 220
(6333 -> 6326) - 287
(6333 -> 6421) - 320
(6333 -> 6389) - 352
(6333 -> 6388) - 287
(6333 -> 6352) - 381
(6333 -> 6408) - 371
(6333 -> 6486) - 311
(6333 -> 6482) - 403
(6333 -> 6359) - 438
(6333 -> 6427) - 270
(6333 -> 6399) - 136
(6333 -> 6539) - 206
(6333 -> 6314) - 19
(6333 -> 6415) - 120
(6333 -> 6347) - 52
(6333 -> 6472) - 177
(6333 -> 6468) - 181
(6333 -> 6381) - 268
(6333 -> 6478) - 259
(6333 -> 6308) - 149
(6333 -> 6336) - 411
(6333 -> 6363) - 384
(6333 -> 6584) - 251
(6333 -> 6435) - 162
(6333 -> 6545) - 272
(6333 -> 6423) - 174
(6333 -> 6491) - 242
(6333 -> 6548) - 369
(6333 -> 6315) - 462
(6333 -> 6577) - 244
(6333 -> 6365) - 254
(6333 -> 6313) - 508
(6333 -> 6551) - 478
(6333 -> 6443) - 240
(6333 -> 6470) - 311
(6333 -> 6331) - 288
(6333 -> 6490) - 329
(6333 -> 6411) - 108
(6333 -> 6572) - 323
(6333 -> 6380) - 353
(6333 -> 6526) - 277
(6333 -> 6518) - 357
(6333 -> 6560) - 311
(6333 -> 6436) - 103
(6333 -> 6556) - 379
Max Path: (6333 -> 6313) - 508

Path starting at vertex: 6387
(v1 -> v2) - Weighted Distance
(6387 -> 6499) - 266
(6387 -> 6525) - 240
(6387 -> 6590) - 305
(6387 -> 6576) - 189
(6387 -> 6414) - 351
(6387 -> 6476) - 89
(6387 -> 6540) - 225
(6387 -> 6567) - 198
(6387 -> 6502) - 263
(6387 -> 6581) - 194
(6387 -> 6566) - 199
(6387 -> 6354) - 325
(6387 -> 6417) - 236
(6387 -> 6368) - 397
(6387 -> 6378) - 251
(6387 -> 6374) - 13
(6387 -> 6382) - 257
(6387 -> 6420) - 331
(6387 -> 6375) - 304
(6387 -> 6554) - 323
(6387 -> 6492) - 369
(6387 -> 6300) - 211
(6387 -> 6305) - 206
(6387 -> 6444) - 321
(6387 -> 6552) - 241
(6387 -> 6405) - 388
(6387 -> 6538) - 227
(6387 -> 6328) - 465
(6387 -> 6536) - 225
(6387 -> 6493) - 300
(6387 -> 6394) - 281
(6387 -> 6402) - 193
(6387 -> 6585) - 274
(6387 -> 6534) - 223
(6387 -> 6376) - 135
(6387 -> 6587) - 290
(6387 -> 6442) - 233
(6387 -> 6516) - 361
(6387 -> 6428) - 131
(6387 -> 6530) - 301
(6387 -> 6568) - 309
(6387 -> 6327) - 342
(6387 -> 6343) - 424
(6387 -> 6344) - 359
(6387 -> 6500) - 219
(6387 -> 6496) - 173
(6387 -> 6440) - 309
(6387 -> 6555) - 194
(6387 -> 6383) - 256
(6387 -> 6580) - 219
(6387 -> 6457) - 96
(6387 -> 6452) - 297
(6387 -> 6377) - 250
(6387 -> 6504) - 143
(6387 -> 6461) - 166
(6387 -> 6494) - 133
(6387 -> 6409) - 218
(6387 -> 6317) - 70
(6387 -> 6465) - 104
(6387 -> 6307) - 80
(6387 -> 6333) - 54
(6387 -> 6387) - 0
(6387 -> 6379) - 152
(6387 -> 6367) - 186
(6387 -> 6312) - 241
(6387 -> 6527) - 166
(6387 -> 6515) - 154
(6387 -> 6479) - 168
(6387 -> 6453) - 194
(6387 -> 6462) - 231
(6387 -> 6565) - 178
(6387 -> 6330) - 317
(6387 -> 6397) - 110
(6387 -> 6342) - 237
(6387 -> 6520) - 237
(6387 -> 6337) - 50
(6387 -> 6473) - 86
(6387 -> 6372) - 15
(6387 -> 6434) - 47
(6387 -> 6463) - 166
(6387 -> 6326) - 233
(6387 -> 6421) - 292
(6387 -> 6389) - 324
(6387 -> 6388) - 259
(6387 -> 6352) - 349
(6387 -> 6408) - 343
(6387 -> 6486) - 257
(6387 -> 6482) - 349
(6387 -> 6359) - 384
(6387 -> 6427) - 242
(6387 -> 6399) - 190
(6387 -> 6539) - 152
(6387 -> 6314) - 73
(6387 -> 6415) - 174
(6387 -> 6347) - 106
(6387 -> 6472) - 225
(6387 -> 6468) - 221
(6387 -> 6381) - 288
(6387 -> 6478) - 231
(6387 -> 6308) - 203
(6387 -> 6336) - 429
(6387 -> 6363) - 402
(6387 -> 6584) - 223
(6387 -> 6435) - 134
(6387 -> 6545) - 244
(6387 -> 6423) - 142
(6387 -> 6491) - 210
(6387 -> 6548) - 347
(6387 -> 6315) - 442
(6387 -> 6577) - 190
(6387 -> 6365) - 200
(6387 -> 6313) - 454
(6387 -> 6551) - 424
(6387 -> 6443) - 186
(6387 -> 6470) - 365
(6387 -> 6331) - 260
(6387 -> 6490) - 275
(6387 -> 6411) - 54
(6387 -> 6572) - 291
(6387 -> 6380) - 321
(6387 -> 6526) - 245
(6387 -> 6518) - 341
(6387 -> 6560) - 279
(6387 -> 6436) - 157
(6387 -> 6556) - 363
Max Path: (6387 -> 6328) - 465

Path starting at vertex: 6379
(v1 -> v2) - Weighted Distance
(6379 -> 6499) - 380
(6379 -> 6525) - 354
(6379 -> 6590) - 289
(6379 -> 6576) - 341
(6379 -> 6414) - 503
(6379 -> 6476) - 241
(6379 -> 6540) - 377
(6379 -> 6567) - 350
